name,pop,lat,lon
Willowbrook village,0,40.434881,-78.4492338
DuPont ,0,44.62526355,-88.92022187
Woodway ,0,47.7900365,-122.3823625
Eagle Point ,0,42.4726258,-122.8028177
Menominee ,0,45.5785741,-87.562159
Westwego ,0,29.9060388,-90.1422962
Poteau ,0,35.0537094,-94.6235579
Ladue ,0,38.6497743,-90.3806725
Fallon ,0,46.3291957,-104.4366483
Perkasie borough,0,40.372048,-75.292676
Albion ,0,39.2235117,-123.7686251
Gering ,0,41.8258016,-103.6604995
Closter borough,0,40.9731536,-73.9615262
Cortez ,0,37.3493752,-108.5872365
North Haledon borough,0,40.9550981,-74.1859782
Miles City ,0,46.4085273,-105.840981
Jerseyville ,0,39.1200471,-90.3284479
Runnemede borough,0,39.8523358,-75.0679498
West Long Branch borough,0,40.2903891,-74.0176381
Bay Minette ,0,30.8829628,-87.7730474
Alcoa ,0,35.7895271,-83.9737935
Southside ,0,33.9245425,-86.0224718
Monroe village,0,40.339238,-74.4539119
Fultondale ,0,33.6349905,-86.78872023
Wagoner ,0,35.9542216,-95.5636238
Marathon ,0,42.1980479,-85.6426468
Elsmere ,0,39.7380793,-75.5959197
Absecon ,0,39.4284503,-74.4957076
Des Peres ,0,38.5950643,-90.45567587
Haledon borough,0,40.935654,-74.186256
Ripley ,0,36.6478735,-90.8887906
Eaton ,0,42.5935964,-84.8443666
Wood-Ridge borough,0,40.8456555,-74.0879195
Cheviot ,0,39.1570028,-84.6132787
Diamondhead ,0,34.4398127,-92.9451742
Toccoa ,0,34.5773206,-83.3323851
Wynne ,0,35.224533,-90.7867798
Castle Shannon borough,0,40.3647917,-80.0222753
Spotswood borough,0,40.391774,-74.3984834
Moncks Corner ,0,33.1960027,-80.0131374
Brockport village,0,43.2331158,-77.9275129
Old Forge borough,0,43.7100676,-74.9743407
Mapleton ,0,44.0312318,-123.8581645
Pleasant Hills borough,0,40.3356252,-79.9606066
Boonville ,0,38.9736392,-92.7432418
Upper Saddle River borough,0,41.0584299,-74.0984756
Latrobe borough,0,40.3211808,-79.3794811
Hillsdale ,0,41.6136437,-90.1728998
Grove City borough,0,39.8814519,-83.0929645
Millersville borough,0,35.3038485,-118.4578633
Breaux Bridge ,0,30.2735323,-91.8992837
Lake Park ,0,26.8002153,-80.0661631
Farmingdale village,0,41.4350938,-74.2601501
Pewaukee village,0,43.0847315,-88.2642602
Clayton borough,0,33.5204959,-84.3591713
Perryville ,0,37.7242202,-89.8612196
Wytheville ,0,36.9479966,-81.0869747
Indian Harbour Beach ,0,28.1489021,-80.5883855
Molalla ,0,45.1473445,-122.5770322
Mount Rainier ,0,46.8530931,-121.7569331
Hillside village,0,40.2792557,-76.8780289
Pleasant View ,0,43.787048,-79.3337137
Fort Mitchell ,0,39.0595047,-84.5474432
Aransas Pass ,0,27.8849919,-97.11042553
Senatobia ,0,34.60434,-89.9739317
Kirby ,0,39.1828825,-78.7261273
Vinton ,0,39.2744355,-82.4740302
Oradell borough,0,40.9587093,-74.0368064
Ludington ,0,43.9552826,-86.4525831
Brookhaven borough,0,31.58369,-90.44180867
Calimesa ,0,34.0039044,-117.0619774
Chestnut Ridge village,0,41.1942283,-79.5906034
Lake Elmo ,0,44.9957998,-92.8793768
Carnegie borough,0,35.20887825,-97.4450754
Murphysboro ,0,37.7644952,-89.3350888
Broadview village,0,38.8417797,-76.9458075
Montvale borough,0,41.0467635,-74.0229173
Lincoln City ,0,44.9581644,-124.0178914
Rayne ,0,30.234925,-92.2684617
Bridge City ,0,30.0207678,-93.8457255
Tega Cay ,0,35.024312,-81.0278546
Mahtomedi ,0,45.0696886,-92.9516037
Carencro ,0,30.317144,-92.0490096
Richland Hills ,0,32.8159623,-97.2280695
South Beloit ,0,42.4930708,-89.0367764
White Oak borough,0,39.0398315,-76.9930319
Cushing ,0,35.9850639,-96.76697
Conshohocken borough,0,40.0792766,-75.3015714
Caldwell borough,0,32.0820785,-92.1130105
River Rouge ,0,42.362129,-83.2566058
Hubbard ,0,47.1138266,-94.9427679
Ellwood City borough,0,40.8617303,-80.2864515
Hartsville/Trousdale County,0,36.3908826,-86.1672107
Sutherlin ,0,43.3896628,-123.3123598
Tremonton ,0,41.7118728,-112.1655079
Park City ,0,40.6460635,-111.4979741
Ellsworth ,0,38.6942009,-98.2149289
Yreka ,0,41.7326157,-122.6377655
Bernardsville borough,0,40.7186805,-74.5692273
Hyrum ,0,41.6340996,-111.8521653
Herkimer village,0,39.8911135,-96.7111333
Wesley Chapel village,0,39.2019961,-85.8485977
Jersey Village ,0,29.887725,-95.5629984
Pittston ,0,41.3259134,-75.7893604
Bloomingdale borough,0,27.893636,-82.2403682
Rhinelander ,0,45.6366228,-89.4120753
Hillview ,0,38.0697889,-85.6855146
Pismo Beach ,0,35.1427533,-120.6412827
Charles ,0,38.4991611,-77.027847
Stayton ,0,44.8006775,-122.7945333
Mascoutah ,0,38.490327,-89.793154
Monessen ,0,40.1484053,-79.8878254
Rockton village,0,42.9745189,-74.1509633
Mount Joy borough,0,40.1098561,-76.5033406
Monona ,0,42.0218737,-95.9356631
Helotes ,0,29.5628222,-98.6869617
Gettysburg borough,0,39.8309399,-77.2310908
Butler borough,0,37.77924,-96.8456342
Butner ,0,36.1320893,-78.7566714
Connellsville ,0,40.0178522,-79.5894828
Beebe ,0,35.0706424,-91.8795856
Glen Ridge borough,0,40.805378,-74.2037566
Lander ,0,42.8330755,-108.7307024
Ione ,0,38.3526913,-120.9327177
Marianna ,0,30.7743596,-85.2268735
Hooper ,0,41.2679336,-122.161672
Blanchard ,0,40.6572884,-79.8283853
Crescent City ,0,41.7544965,-124.2026273
River Oaks ,0,29.7520887,-95.43787364
Emerson borough,0,40.976209,-74.0262505
Southwest Ranches ,0,26.0587001,-80.3372733
Flatwoods ,0,38.5225805,-82.7171081
Winnemucca ,0,40.9729584,-117.7356849
Mexia ,0,31.6798895,-96.482203
Carl Junction ,0,37.1767249,-94.5655066
Skiatook ,0,36.3684245,-96.0013847
Silvis ,0,41.5122561,-90.4151301
Rio Vista ,0,38.1557502,-121.6913439
Donaldsonville ,0,30.1010324,-90.9928774
Orland ,0,39.7471106,-122.1911356
Haddon Heights borough,0,39.8773356,-75.0646165
Payette ,0,44.0374651,-116.7651123
Mentor-on-the-Lake ,0,41.7163785,-81.36119011
Forest City ,0,43.2624559,-93.6371591
Inverness village,0,41.6492503,-83.6323172
Northport village,0,44.3378552,-68.961422
Hatboro borough,0,40.1746252,-75.106825
La Follette ,0,36.365831,-84.12901157
Shorewood ,0,43.0881744,-87.8883153
Fanwood borough,0,40.6409358,-74.383484
Waite Park ,0,45.5571872,-94.2241585
Bonner Springs ,0,39.059726,-94.8835754
Shamokin ,0,40.7889746,-76.5588473
Woodlake ,0,36.4135606,-119.0987176
La Feria ,0,26.1589644,-97.8238853
Nebraska City ,0,40.6765263,-95.8586936
Kosciusko ,0,41.2351957,-85.8529731
Selah ,0,46.6540065,-120.5302727
Hudson Falls village,0,43.2992389,-73.6351168
Tell City ,0,37.9514447,-86.7677663
Dunellen borough,0,40.5892696,-74.4718201
New Cumberland borough,0,40.2323122,-76.8846956
Fort Bragg ,0,39.4192825,-123.8045125
Trumann ,0,35.6736895,-90.5073285
Lake Dallas ,0,33.1192875,-97.0255641
Fletcher ,0,33.402405,-118.3895812
Keyport borough,0,40.4331631,-74.1995883
Hood River ,0,45.7053101,-121.5217927
Elkins ,0,38.925927,-79.8466552
Heber Springs ,0,35.4914677,-92.03126
Escalon ,0,37.7544565,-121.006422
Mount Carmel ,0,38.4108801,-87.7614174
Alamo Heights ,0,29.4849531,-98.4658502
Midland Park borough,0,40.9892643,-74.1406988
Glenolden borough,0,39.9001126,-75.2890745
Pinson ,0,33.6889908,-86.6833229
Delphos ,0,40.8433831,-84.341618
University Park village,0,34.18269725,-117.3339093
La Junta ,0,37.9850091,-103.5438321
New Square village,0,41.1670394,-74.043197
Spanish Fort ,0,30.6749127,-87.9152724
Plaquemine ,0,30.2890833,-91.2342744
Milton-Freewater ,0,45.9326346,-118.3877435
